name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings,model,design,run
chatgpt_d3_07,CCCCCCOc1ccc(-c2nc(C(=O)N(CCCCCC)CCCCCC)nn2-c2ccccc2)cc1,C33H48N4O2,532.8,8.5,60.2,0,3,19,2.47,0.188,0.077,False,0.516,False,True,0,0,chatgpt,3,1
chatgpt_d3_08,CCCCCCCCN(CC(=O)Nc1ccccn1)CC(=O)Nc1ccccn1,C22H31N5O2,397.5,3.72,87.2,2,2,13,2.22,0.218,0.076,False,0.49,False,True,0,2,chatgpt,3,1
chatgpt_d3_09,CC(C)CCCC(C)COc1ccc(-c2nnc(C(=O)N(CC(C)C)CC(C)C)n2-c2ccccc2)cc1,C32H46N4O2,518.7,7.53,60.3,0,3,14,3.15,0.153,0.074,False,0.403,False,True,0,0,chatgpt,3,1
chatgpt_d3_10,CCCCCCc1nnc(-c2cccc(-c3cnc(C(=O)N(CCCC)CCCC)cn3)n2)nc1CCCCCC,C33H49N7O,559.8,7.68,97.7,0,6,19,3.01,0.608,0.159,False,0.745,True,True,1,1,chatgpt,3,1
chatgpt_d3_r2_01,CCCCCCCCN(C)C(=O)c1cccc(C(=O)N(C)CCCCCCCC)n1,C25H43N3O2,417.6,5.95,53.5,0,1,16,2.35,0.292,0.085,False,0.0,True,True,0,1,chatgpt,3,2
chatgpt_d3_r2_02,CCCCCCN(CC)C(=O)c1cccc(C(=O)N(CC)CCCCCC)n1,C23H39N3O2,389.6,5.17,53.5,0,1,14,2.34,0.286,0.083,False,0.703,True,True,0,1,chatgpt,3,2
chatgpt_d3_r2_03,CCCCCCCCN(CC)C(=O)c1cccc(C(=O)N(CC)CCCCCCCC)n1,C27H47N3O2,445.7,6.73,53.5,0,1,18,2.42,0.286,0.083,False,1.0,True,True,0,1,chatgpt,3,2
chatgpt_d3_r2_04,CCCCCCCN(C)C(=O)c1ccnc(C(=O)N(C)CCCCCCC)c1,C23H39N3O2,389.6,5.17,53.5,0,1,14,2.31,0.218,0.09,False,0.595,False,True,0,1,chatgpt,3,2
chatgpt_d3_r2_05,CCCCCCCCN(C)C(=O)c1ccc2ncccc2c1C(=O)N(C)CCCCCCCC,C29H45N3O2,467.7,7.1,53.5,0,1,16,2.48,0.197,0.056,False,0.49,False,True,0,1,chatgpt,3,2
chatgpt_d3_r2_06,CCCCCCN(CC)C(=O)c1cc2ncccc2nc1C(=O)N(CC)CCCCCC,C26H40N4O2,440.6,5.71,66.4,0,2,14,2.59,0.21,0.085,False,0.52,False,True,0,2,chatgpt,3,2
chatgpt_d3_r2_07,CCCCCCN(C)C(=O)c1cc2nccnc2cc1C(=O)N(C)CCCCCC,C24H36N4O2,412.6,4.93,66.4,0,2,12,2.52,0.192,0.061,False,0.596,False,True,0,0,chatgpt,3,2
chatgpt_d3_r2_08,CCCCCCN(C)C(=O)COCc1ccc(C(=O)N(C)CCCCCC)nc1,C23H39N3O3,405.6,4.29,62.7,0,1,15,2.41,0.177,0.055,False,0.5,False,True,0,1,chatgpt,3,2
chatgpt_d3_r2_09,CCCCCCCCN(C)C(=O)Cc1ncccc1COC(=O)N(C)CCCCCCCC,C27H47N3O3,461.7,6.37,62.7,0,1,18,2.6,0.206,0.054,False,0.426,False,True,0,1,chatgpt,3,2
chatgpt_d3_r2_10,CCCCCCN(CC)C(=O)NCc1cccnc1C(=O)N(CC)CCCCCC,C24H42N4O2,418.6,5.24,65.5,1,1,15,2.52,0.19,0.055,False,0.544,False,True,0,1,chatgpt,3,2
chatgpt_d3_r3_01,CCCCCCCCN(C)C(=O)c1cccc(-c2nnc(CCCC)nc2CCCC)n1,C26H41N5O,439.6,6.05,71.9,0,4,15,2.74,0.339,0.095,False,0.0,True,True,1,1,chatgpt,3,3
chatgpt_d3_r3_02,CCCCCCN(CC)C(=O)c1cccc(-c2nnc(CCCCC)nc2CCCCC)n1,C27H43N5O,453.7,6.44,71.9,0,4,16,2.75,0.356,0.093,False,0.764,True,True,1,1,chatgpt,3,3
chatgpt_d3_r3_03,CCCCCCc1nnc(-c2cc(C(=O)N(C)CCCCCC)ccn2)c(C)n1,C23H35N5O,397.6,5.02,71.9,0,4,12,2.62,0.266,0.115,False,0.508,True,True,1,1,chatgpt,3,3
chatgpt_d3_r3_04,CCCCCCCCN(C)C(=O)c1cnc(-c2nnc(CCCC)nc2CCCC)cc1OC,C27H43N5O2,469.7,6.06,81.1,0,4,16,2.85,0.232,0.083,False,0.594,False,True,1,1,chatgpt,3,3
chatgpt_d3_r3_05,CCCCCCc1nccnc1-c1cc(C(=O)N(C)CCCCCC)nc(OC)n1,C23H35N5O2,413.6,4.72,81.1,0,4,13,2.79,0.246,0.074,False,0.465,False,True,0,0,chatgpt,3,3
chatgpt_d3_r3_06,CCCCCCCCN(C)C(=O)c1cccc(C(=O)N(C)CCCCCCCC)n1,C25H43N3O2,417.6,5.95,53.5,0,1,16,2.35,0.292,0.085,False,0.612,True,True,0,1,chatgpt,3,3
chatgpt_d3_r3_07,CCCCCCN(C)C(=O)c1cccc(C(=O)N(C)CCCCCC)n1,C21H35N3O2,361.5,4.39,53.5,0,1,12,2.28,0.292,0.085,False,1.0,True,True,0,1,chatgpt,3,3
chatgpt_d3_r3_08,CCCCCCCCN(C)C(=O)c1cccc(-c2cccc(C(=O)N(C)CCCCCCCC)n2)n1,C30H46N4O2,494.7,7.01,66.4,0,2,17,2.53,0.354,0.098,False,0.857,True,True,0,2,chatgpt,3,3
chatgpt_d3_r3_09,CCCCCCN(C)C(=O)c1cccc(-c2cccc(C(=O)N(C)CCCCCC)n2)n1,C26H38N4O2,438.6,5.45,66.4,0,2,13,2.48,0.354,0.098,False,1.0,True,True,0,2,chatgpt,3,3
chatgpt_d3_r3_10,CCCCCCN(C)C(=O)c1ccc2ncccc2c1C(=O)N(C)CCCCCC,C25H37N3O2,411.6,5.54,53.5,0,1,12,2.4,0.197,0.056,False,0.49,False,True,0,1,chatgpt,3,3
chatgpt_d3_r4_01,CCCCN(CCCC)C(=O)c1cccc(C(=O)N(CCCC)CCCC)n1,C23H39N3O2,389.6,5.17,53.5,0,1,14,2.36,0.283,0.089,False,0.0,True,True,0,1,chatgpt,3,4
chatgpt_d3_r4_02,CCC(C)CN(CCC(C)C)C(=O)c1ccc2ncccc2c1C(=O)N(CC(C)CC)CC(C)CC,C31H49N3O2,495.8,7.3,53.5,0,1,14,3.77,0.188,0.053,False,0.271,False,True,0,1,chatgpt,3,4
chatgpt_d3_r4_03,CCCCCN(CCCCC)C(=O)c1cnc(C(=O)N(CCCCC)CCCCC)cn1,C26H46N4O2,446.7,6.12,66.4,0,2,18,2.39,0.244,0.085,False,0.571,False,True,0,0,chatgpt,3,4
chatgpt_d3_r4_04,CCCCN(CCCC)C(=O)c1ccc2nccnc2c1C(=O)N(CCCC)CCCC,C26H40N4O2,440.6,5.71,66.4,0,2,14,2.62,0.204,0.062,False,0.455,False,True,0,0,chatgpt,3,4
chatgpt_d3_r4_05,CCCCCCOc1nc(OCCCCCC)nc(-c2cccc(C(=O)N(CCCC)CCCC)n2)n1,C29H47N5O3,513.7,6.89,90.3,0,4,20,2.73,0.316,0.1,False,0.6,True,True,1,1,chatgpt,3,4
chatgpt_d3_r4_06,CCC(C)CN(CCC(C)C)C(=O)c1ncccc1COc1ccccn1,C22H31N3O2,369.5,4.59,55.3,0,2,10,2.99,0.182,0.065,False,0.5,False,True,0,2,chatgpt,3,4
chatgpt_d3_r4_07,CCCCCCOc1ccc(-c2nc(C(=O)N(CCCC)CCCC)nc(-c3ccccn3)n2)cc1,C29H39N5O2,489.7,6.6,81.1,0,4,15,2.57,0.242,0.105,False,0.508,False,True,1,1,chatgpt,3,4
chatgpt_d3_r4_08,CCCCN(CCCC)C(=O)c1ccc2nc3ccccc3nc2c1,C21H25N3O,335.5,4.83,46.1,0,2,7,2.05,0.245,0.125,False,0.537,False,True,0,0,chatgpt,3,4
chatgpt_d3_r4_09,CCC(C)CN(CC(C)CC)C(=O)c1cnc(-c2ccc(CCC(C)C)cc2)c(OC(C)C)n1,C29H45N3O2,467.7,7.05,55.3,0,2,13,3.48,0.176,0.077,False,0.351,False,True,0,0,chatgpt,3,4
chatgpt_d3_r4_10,CCCCc1ccc(-c2nc3ccccc3n2CC(=O)N(CCCC)CCCC)cc1,C27H37N3O,419.6,6.47,38.1,0,2,12,2.19,0.203,0.082,False,0.397,False,True,0,0,chatgpt,3,4
chatgpt_d3_r5_01,CCCCCCc1nnc(-c2cccc(C(=O)N(CCOCC)CCOCC)n2)nc1CCCCCC,C29H47N5O3,513.7,5.69,90.3,0,4,20,2.92,0.547,0.141,False,0.0,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_02,COCCN(CCOC)C(=O)c1cc(-c2nnc(CC(C)C)c(CC(C)C)n2)nc(-c2nnc(CC(C)C)c(CC(C)C)n2)c1,C34H52N8O3,620.8,5.31,129.0,0,7,17,3.48,0.273,0.125,False,0.362,True,True,2,1,chatgpt,3,5
chatgpt_d3_r5_03,CCCCCN(CCCCC)C(=O)OCc1cccc(-c2nnc(CCCC)c(CCCC)n2)n1,C28H45N5O2,483.7,6.94,81.1,0,4,17,2.84,0.538,0.139,False,0.538,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_04,CCCCCc1nnc(-c2cc(OC(=O)N(CC(C)CC)CC(C)CC)cc(-c3nnc(CCCCC)c(CCCCC)n3)n2)nc1CCCCC,C42H68N8O2,717.1,10.61,119.8,0,7,25,4.28,0.455,0.13,False,0.463,True,True,2,1,chatgpt,3,5
chatgpt_d3_r5_05,CCN(CC)CCOC(=O)c1cccc(-c2nnc(CC(C)(C)C)c(CC(C)(C)C)n2)n1,C25H39N5O2,441.6,4.61,81.1,0,4,9,3.0,0.364,0.116,False,0.435,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_06,CCCCCCN(CCOC(=O)c1cccc(-c2nnc(CCCC)c(CCCC)n2)n1)CCOC(=O)c1cccc(-c2nnc(CCCC)c(CCCC)n2)n1,C44H63N9O4,782.0,8.45,159.0,0,8,27,3.58,0.519,0.135,False,0.623,True,True,2,2,chatgpt,3,5
chatgpt_d3_r5_07,CCCCc1nnc(-c2cccc(C(=O)N(CCOCc3ccccc3)CCOCc3ccccc3)n2)nc1CCCC,C35H43N5O3,581.8,6.49,90.3,0,4,18,2.86,0.466,0.153,False,0.75,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_08,CCCCCc1nnc(-c2cc(COC)cc(C(=O)N(CCCCC)CCCCC)n2)nc1CCCCC,C31H51N5O2,525.8,7.37,81.1,0,4,20,2.96,0.421,0.113,False,0.554,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_09,CCC(C)Cc1nc(-c2cccc(OCC(=O)N(CC(C)C)CC(C)C)n2)nnc1CCC(C)C,C28H45N5O2,483.7,5.63,81.1,0,4,14,3.51,0.367,0.128,False,0.395,True,True,1,1,chatgpt,3,5
chatgpt_d3_r5_10,CCCCCCc1nnc(-c2cc(C(=O)N(CCOCCOC)CCOCCOC)cc(-c3nnc(CCCCCC)c(CCCCCC)n3)n2)nc1CCCCCC,C46H76N8O5,821.2,9.05,147.5,0,7,35,3.63,0.446,0.145,False,0.603,True,True,2,1,chatgpt,3,5
chatgpt_d4_01,CCCc1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)C)c(C(C)C)n4)n3)n2)nc1CCC,C28H34N8,482.6,6.0,103.1,0,8,9,3.16,0.73,0.082,False,0.0,True,True,2,2,chatgpt,4,1
chatgpt_d4_02,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(C5CCCCC5)c(C5CCCCC5)n4)n3)n2)nc1CC(C)C,C36H46N8,590.8,8.34,103.1,0,8,9,3.31,0.4,0.043,False,0.404,True,True,2,2,chatgpt,4,1
chatgpt_d4_03,Cc1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C,C26H30N8,454.6,5.06,103.1,0,8,3,3.02,0.386,0.034,False,0.327,True,True,2,2,chatgpt,4,1
chatgpt_d4_04,CCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCc5ccccc5)c(CCc5ccccc5)n4)n3)n2)nc1CC,C36H34N8,578.7,6.54,103.1,0,8,11,2.9,0.615,0.048,False,0.521,True,True,2,2,chatgpt,4,1
chatgpt_d4_05,c1cc(-c2cccc(-c3nnc(C4CCCC4)c(C4CCCC4)n3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C38H46N8,614.8,9.26,103.1,0,8,7,3.06,0.457,0.0,False,0.698,True,True,2,2,chatgpt,4,1
chatgpt_d4_06,CCCc1nnc(-c2cc(F)cc(-c3cc(F)cc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCC,C28H32F2N8,518.6,5.94,103.1,0,8,11,3.24,0.629,0.073,False,0.489,True,True,2,2,chatgpt,4,1
chatgpt_d4_07,Cc1cc(-c2cc(C)cc(-c3nnc(CC(C)C)c(CC(C)C)n3)n2)nc(-c2nnc(CC(C)C)c(CC(C)C)n2)c1,C34H46N8,566.8,7.26,103.1,0,8,11,3.22,0.429,0.054,False,0.46,True,True,2,2,chatgpt,4,1
chatgpt_d4_08,CC(C)(C)Cc1nnc(-c2cc(F)cc(-c3cc(F)cc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H48F2N8,630.8,8.48,103.1,0,8,7,3.56,0.349,0.053,False,0.605,True,True,2,2,chatgpt,4,1
chatgpt_d4_09,CCCCc1nnc(-c2cccc(-c3ccccc3-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CCCC,C38H46N8,614.8,8.6,103.1,0,8,14,3.23,0.622,0.109,False,0.519,True,True,2,2,chatgpt,4,1
chatgpt_d4_10,CCc1nnc(-c2cccc(-c3cccc(-c4nnc(C5CCCCC5)c(C5CCCCC5)n4)n3)n2)nc1CC,C32H38N8,534.7,7.07,103.1,0,8,7,3.18,0.457,0.045,False,0.75,True,True,2,2,chatgpt,4,1
chatgpt_d4_r2_01,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.0,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_02,CCC(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)CC)c(C(C)CC)n4)n3)n2)nc1C(C)CC,C32H42N8,538.7,7.9,103.1,0,8,11,4.25,0.462,0.093,False,0.513,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_03,c1cc(-c2cccc(-c3nnc(C4CCCC4)c(C4CCCC4)n3)n2)nc(-c2nnc(C3CCCC3)c(C3CCCC3)n2)c1,C36H42N8,586.8,8.48,103.1,0,8,7,3.04,0.467,0.0,False,0.381,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_04,c1cc(-c2cccc(-c3nnc(C4CCCCC4)c(C4CCCCC4)n3)n2)nc(-c2nnc(C3CCCCC3)c(C3CCCCC3)n2)c1,C40H50N8,642.9,10.04,103.1,0,8,7,3.06,0.457,0.0,False,0.967,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_05,c1ccc(-c2nnc(-c3cccc(-c4cccc(-c5nnc(-c6ccccc6)c(-c6ccccc6)n5)n4)n3)nc2-c2ccccc2)cc1,C40H26N8,618.7,8.52,103.1,0,8,7,2.39,0.41,0.019,False,0.41,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_06,Cc1ccc(-c2nnc(-c3cccc(-c4cccc(-c5nnc(-c6ccc(C)cc6)c(-c6ccc(C)cc6)n5)n4)n3)nc2-c2ccc(C)cc2)cc1,C44H34N8,674.8,9.75,103.1,0,8,7,2.59,0.415,0.036,False,0.719,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_07,CCCCc1nnc(-c2cc(CC)cc(-c3cc(CC)cc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C36H50N8,594.9,8.34,103.1,0,8,17,3.18,0.575,0.13,False,0.326,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_08,CCCCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C38H54N8,622.9,9.4,103.1,0,8,19,3.11,0.658,0.109,False,0.684,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_09,CCCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(CC(C)C)c(CCCC)n4)n3)n2)nc1CC(C)C,C34H46N8,566.8,7.55,103.1,0,8,13,3.33,0.489,0.115,False,0.732,True,True,2,2,chatgpt,4,2
chatgpt_d4_r2_10,CCCc1nnc(-c2cc(CC)cc(-c3cc(CC)cc(-c4nnc(CC(C)C)c(CCC)n4)n3)n2)nc1CC(C)C,C34H46N8,566.8,7.27,103.1,0,8,13,3.37,0.512,0.098,False,0.674,True,True,2,2,chatgpt,4,2
chatgpt_d4_r3_01,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.22,103.1,0,8,15,2.96,0.906,0.113,False,0.0,False,True,2,2,chatgpt,4,3
chatgpt_d4_r3_02,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.553,True,True,2,2,chatgpt,4,3
chatgpt_d4_r3_03,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)CC)c(CC(C)CC)n4)n3)n2)nc1CCCCC,C36H50N8,594.9,8.49,103.1,0,8,17,4.01,0.756,0.129,False,0.69,True,True,2,2,chatgpt,4,3
chatgpt_d4_r3_04,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCCC)c(CCCCCC)n4)n3)n2)nc1CCCCCC,C40H58N8,651.0,10.34,103.1,0,8,23,3.0,0.969,0.109,False,0.879,False,True,2,2,chatgpt,4,3
chatgpt_d4_r3_05,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCCCC,C32H42N8,538.7,7.22,103.1,0,8,15,3.01,0.939,0.107,False,0.912,False,True,2,2,chatgpt,4,3
chatgpt_d4_r3_06,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.568,True,True,2,2,chatgpt,4,3
chatgpt_d4_r3_07,CCCCc1nnc(-c2ccccc2-c2ccccc2-c2nnc(CCCC)c(CCCC)n2)nc1CCCC,C34H44N6,536.8,8.43,77.3,0,6,15,2.73,0.579,0.115,False,0.639,True,True,2,0,chatgpt,4,3
chatgpt_d4_r3_08,CCCCCc1nnc(-c2cccc(-c3ccc(C)c(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C37H52N8,608.9,9.09,103.1,0,8,19,3.22,0.775,0.095,False,0.756,True,True,2,2,chatgpt,4,3
chatgpt_d4_r3_09,CCCCc1nnc(-c2cccc(-c3ccc(OC)c(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C33H44N8O,568.8,7.23,112.4,0,8,16,3.26,0.659,0.092,False,0.714,True,True,2,2,chatgpt,4,3
chatgpt_d4_r3_10,CCCCCc1nnc(-c2cccc(-c3ccc(F)c(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,C36H49FN8,612.8,8.92,103.1,0,8,19,3.25,0.756,0.094,False,0.761,True,True,2,2,chatgpt,4,3
chatgpt_d4_r4_01,CC(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)C)c(C(C)C)n4)n3)n2)nc1C(C)C,C28H34N8,482.6,6.34,103.1,0,8,7,2.98,0.447,0.038,False,0.0,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_02,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.22,103.1,0,8,15,2.96,0.906,0.113,False,0.436,False,True,2,2,chatgpt,4,4
chatgpt_d4_r4_03,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.447,0.038,False,0.486,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_04,CCC(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)CC)c(C(C)CC)n4)n3)n2)nc1C(C)CC,C32H42N8,538.7,7.9,103.1,0,8,11,4.25,0.462,0.093,False,0.647,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_05,CC1CCCC(C)C1c1nnc(-c2cccc(-c3cccc(-c4nnc(C5C(C)CCCC5C)c(C5C(C)CCCC5C)n4)n3)n2)nc1C1C(C)CCCC1C,C48H66N8,755.1,12.01,103.1,0,8,7,5.02,0.468,0.034,False,0.415,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_06,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.553,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_07,CCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCC,C30H38N8,510.7,6.27,103.1,0,8,11,3.09,0.647,0.074,False,0.513,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_08,CCCCc1nnc(-c2cc(C(C)C)cc(-c3cc(C(C)C)cc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C38H54N8,622.9,9.46,103.1,0,8,17,3.28,0.548,0.125,False,0.6,True,True,2,2,chatgpt,4,4
chatgpt_d4_r4_09,CC(C)(C)Cc1nnc(-c2cccc(-c3ccccc3-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C37H51N7,593.9,8.81,90.2,0,7,7,3.33,0.476,0.049,False,0.455,True,True,2,1,chatgpt,4,4
chatgpt_d4_r4_10,CC(C)c1nnc(-c2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccc2-c2nnc(C(C)C)c(C(C)C)n2)nc1C(C)C,C38H52N6,592.9,10.15,77.3,0,6,7,3.11,0.275,0.034,False,0.45,True,True,2,0,chatgpt,4,4
chatgpt_d4_r5_01,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.0,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_02,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)CC)c(CCCC)n4)n3)n2)nc1CCCC,C32H42N8,538.7,7.39,103.1,0,8,14,3.66,0.69,0.131,False,0.5,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_03,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.568,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_04,CCCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C34H46N8,566.8,7.83,103.1,0,8,15,3.11,0.59,0.111,False,0.511,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_05,CC(C)Cc1nnc(-c2cc(C(C)C)cc(-c3cc(C(C)C)cc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C38H54N8,622.9,8.89,103.1,0,8,13,3.33,0.349,0.053,False,0.622,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_06,CCCCc1nnc(-c2cccnc2-c2nc(C)ccc2-c2nnc(CCCC)c(CCCC)n2)nc1CCCC,C33H44N8,552.8,7.53,103.1,0,8,15,3.26,0.44,0.094,False,0.44,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_07,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.447,0.038,False,0.528,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_08,Cc1ccc(-c2nnc(CC(C)C)c(CC(C)C)n2)c(-c2ncccc2-c2nnc(CC(C)C)c(CC(C)C)n2)n1,C33H44N8,552.8,6.95,103.1,0,8,11,3.38,0.264,0.045,False,0.653,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_09,CCCCc1nnc(-c2cc(C)cc(-c3cc(C)cc(-c4nnc(C(C)CC)c(CCCC)n4)n3)n2)nc1CCCC,C34H46N8,566.8,8.01,103.1,0,8,14,3.8,0.469,0.129,False,0.756,True,True,2,2,chatgpt,4,5
chatgpt_d4_r5_10,CCc1ccc(CC)c(-c2cnc(-c3cccc(-c4cccc(-c5nnc(CC)c(CC)n5)n4)n3)nn2)c1,C30H30N8,502.6,5.76,103.1,0,8,8,3.1,0.412,0.057,False,0.396,True,True,2,2,chatgpt,4,5
claude_d1_01,CCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCC)c(CCCC)n5)nc4c3n2)nc1CCCC,C34H42N8,562.8,7.86,103.1,0,8,14,3.03,0.632,0.0,False,0.0,True,True,2,2,claude,1,1
claude_d1_02,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.618,0.0,False,0.395,True,True,2,2,claude,1,1
claude_d1_03,CCCCC(CC)Cn1cc(-c2cccc(-c3cccc(-c4cn(CC(CC)CCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.09,87.2,0,8,15,3.77,0.375,0.0,False,0.269,True,True,0,2,claude,1,1
claude_d1_04,CCCCCCCCn1cc(-c2ccc3ccc4ccc(-c5cn(CCCCCCCC)nn5)nc4c3n2)nn1,C32H42N8,538.7,8.02,87.2,0,8,16,2.81,0.542,0.0,False,0.449,True,True,0,2,claude,1,1
claude_d1_05,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.362,0.0,False,0.327,True,True,0,1,claude,1,1
claude_d1_06,CCCCC(CC)Cc1cc(-c2cccc(-c3cccc(-c4cc(CC(CC)CCCC)[nH]n4)n3)n2)n[nH]1,C32H44N6,512.7,8.44,83.1,2,6,15,3.79,0.5,0.0,False,0.48,True,True,0,2,claude,1,1
claude_d1_07,CCCCCCCCn1cc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nn1,C31H40N8,524.7,6.96,95.2,0,8,10,3.23,0.604,0.016,False,0.519,True,True,1,2,claude,1,1
